outlet_id,name,address,X,Y,distance_to_network,network_node
3216,Pancake and Waffle Place,"56 Kandahar Street, Singapore 198904",30975.7467000438,31552.3760647811,27.228469259790153,"(31000.0, 31540.0)"
3217,Power Thai Kitchen,"502 Changi Road, Singapore 419905",37022.461987135,33511.688090181,20.827709361379792,"(37010.0, 33495.0)"
3219,PrimaDeli,"53 Ang Mo Kio Avenue 3, #B1-47,  Singapore 569933 Contact:  6886 9123",29711.0075057196,39028.6385976207,116.41766210391053,"(29825.0, 39005.0)"
3220,PrimaDeli,"Blk 709 Ang Mo Kio Avenue 8 , #01-2585,  Singapore 560709 Contact: 6458 9124",29596.2838566834,39238.9064364713,209.734350980271,"(29760.0, 39370.0)"
3221,PrimaDeli,"Blk 57A New Upper Changi Rd , #01-1378,  Singapore 462057 Contact: 6443 0683",40016.001625943,33995.655321978,194.40253707046347,"(39930.0, 34170.0)"
3222,PrimaDeli,"Blk 211 New Upper Changi Road ,  #01-753,  Singapore 460211 Contact: 6245 3736",38978.6435160516,34192.8844398744,148.5124677837328,"(38965.0, 34045.0)"
3223,PrimaDeli,Bedok North Street 3,38889.5936853597,34871.796949124,95.51065837048982,"(38795.0, 34885.0)"
3224,PrimaDeli,"Blk 279 Bishan St 24 , #01-54,  Singapore 570279 Contact: 6453 1923",29164.8201050702,37700.3233195785,154.1313498486935,"(29315.0, 37735.0)"
3225,PrimaDeli,"Blk 513 Bishan St 13, #01-512,  Singapore 570513 Contact: 6358 3445",29797.1776404409,36842.653455928,78.18453373457547,"(29750.0, 36905.0)"
3226,PrimaDeli,"1 Changi Business Park , #01-25 ,  Singapore 486036 Contact: 6786 1980",42385.0630909028,35080.4040442444,150.06363484552978,"(42235.0, 35080.0)"
3229,PrimaDeli,"443 Clementi Ave 3, #01-71,  Singapore 120443",20286.6623391705,32944.3462746404,73.14624665733209,"(20225.0, 32905.0)"
3230,PrimaDeli,"1 Sengkang Square, #01-42,  Singapore 545078 Contact: 6547 3914",34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
3231,PrimaDeli,"1 Hougang Street 91, #01-69,  Singapore 538692 Contact: 6489 8665",33136.3424516348,39745.1742408983,81.4463981346944,"(33105.0, 39670.0)"
3233,PrimaDeli,"1 Jurong West Central 2, #B1-23 (JP1),  Singapore 648886 Contact: 6792 2866",13907.0305282837,35735.67771223,104.76670706956833,"(14010.0, 35755.0)"
3234,PrimaDeli,"Blk 964 Jurong West St 91 , #01-336,  Singapore 640964 Contact: 6795 4861",12346.5739805466,36018.7196513005,69.34959556493071,"(12415.0, 36030.0)"
3235,PrimaDeli,"Blk 56 Marine Terrace,, #01-257,  Singapore 440056 Contact: 6448 0911",37132.2465671236,31992.9112824537,191.61949099373638,"(37305.0, 31910.0)"
3236,PrimaDeli,"23 Serangoon Central, #B1-44,  Singapore 556083 Contact: 66344355",32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
3237,PrimaDeli,"1 Lower Kent Ridge Road, #01-16,  Singapore 119082 Contact: 6339 3324",22520.6189963818,30573.9890070297,75.373645435973,"(22535.0, 30500.0)"
3238,PrimaDeli,"51 Upper Serangoon Road  , #01-19,  Singapore 347697",31883.5016925149,34855.7263145093,85.73940706972306,"(31885.0, 34770.0)"
3239,PrimaDeli,"168 Punggol Field , #01-18,  Singapore 820169 Contact: 6886 0800",37023.3374280278,41733.8190601245,106.42557765432761,"(37100.0, 41660.0)"
3240,PrimaDeli,"33 Sengkang West Avenue, #B2-21,  Singapore 797653",32759.350083435,41469.132806832,87.9390501987726,"(32705.0, 41400.0)"
3241,PrimaDeli,"Blk 123 Toa Payoh Lor 1 , #01-511,  Singapore 310123",29378.3477452304,35646.5269075446,76.92963462385255,"(29455.0, 35640.0)"
3242,PrimaDeli,"598 Yishun Ring Road, #B1-K10/K11,  Singapore 768698",28884.7489383351,44415.5435907897,89.7505845285921,"(28795.0, 44415.0)"
3243,PrimaDeli,"Blk 678A Woodlands Ave 6, Admiralty Place , #01-15,  Singapore 731678 Contact: 6893 9429",24463.2405896652,46893.6391713507,126.80577659794407,"(24500.0, 47015.0)"
3244,PrimaDeli,"21 Choa Chu Kang North 6, #B1-44,  Singapore 689578 Contact: 6875 0163",18331.928316039,42095.5309091564,73.42848714906802,"(18375.0, 42155.0)"
3246,Pop's Cafe,"78 Yio Chu Kang Road, #01-01,  Singapore 545571",32651.5956981853,37792.9599063396,68.74119440875978,"(32585.0, 37810.0)"
3247,Padang Bowl,"30 Raffles Place, #B1-25,  Singapore 048622",30073.969543552,29625.1054847986,43.65025703722554,"(30115.0, 29640.0)"
3249,Pak Lum,"60 Paya Lebar Road, #B1,  Singapore 409051",34595.3032159209,33453.443530187,174.9340914497809,"(34480.0, 33585.0)"
3250,PastaMania,"1 Joo Koon Circle, #01-42,  Singapore 629117",10760.1903017079,34206.1238678284,150.78717871566346,"(10850.0, 34085.0)"
3251,PastaMania,"21 Jurong East Street 31, #01-01,  Singapore 609517",16396.4829892833,36513.8676946741,125.6360000532805,"(16310.0, 36605.0)"
3253,PastaMania,"81 Victoria Street, #B1-47 (Li Ka Shing Library Building),  Singapore 188065",30102.2194094546,31024.2472393811,54.802377409247356,"(30110.0, 30970.0)"
3254,PastaMania,"154 West Coast Road, #02-24,  Singapore 127371 Contact: 6779 7280",20492.2946968498,31773.8009851091,127.86892669060501,"(20445.0, 31655.0)"
3255,Pavilion Banana Leaf,"3 Gateway Drive, Singapore 608532",17902.4121881062,35135.4420140442,65.74036784391086,"(17890.0, 35200.0)"
3256,Prime Grill,"Blk 513 Yishun St 51, Singapore 760513",29216.7022440843,44200.1432099417,83.94867185749871,"(29280.0, 44145.0)"
3257,Pu3 Restaurant,"111 Somerset Road, #02-20,  Singapore 238164",28445.0031096768,31395.7206947692,55.94430032151952,"(28450.0, 31340.0)"
3259,Picanhas,"90 Club Street, Singapore 069458",29358.5998532744,29358.6695907097,33.8614867091777,"(29355.0, 29325.0)"
3260,Pepper Lunch Restaurant,"1 Jurong West Central 2,  #B1-63 (JP2),  Singapore 648886",13907.0305282837,35735.67771223,104.76670706956833,"(14010.0, 35755.0)"
3261,Pondok Kueh dan Pondok Rasa,"Inside Ayza's Restaurant508 Jurong West St 52, Singapore 640508",15245.933758907,36761.215448048,117.06227919233368,"(15130.0, 36745.0)"
3263,Power Rojak Bandung,"503 West Coast Drive, #01-63,  Singapore 120503",19812.6694068518,32678.1587596238,176.86138648878068,"(19810.0, 32855.0)"
3264,Pasta Pizza,"Blk 108 Ang Mo Kio Avenue 4 , Singapore 560108",28543.4587465767,39220.009892093,54.31374952368989,"(28585.0, 39255.0)"
3265,Pasta Pizza,"12 Haig Road, Singapore 430012",34990.2525800169,33099.5925186686,29.63412399207122,"(34975.0, 33125.0)"
3266,Polar Puffs & Cakes,"2 Simei Street 3 , Lobby A level 2,  Singapore 529889 Contact: 6783 9989",40925.9058268666,35887.5367570054,103.42805171366557,"(40940.0, 35990.0)"
3267,Polar Puffs & Cakes,"2 Havelock Road, #01-04,  Singapore 059763 Contact: 6532 1105",29317.1535096867,29952.0979890898,67.555218526268,"(29325.0, 29885.0)"
3269,Polar Puffs & Cakes,"1 Kim Seng Promenade, #B1-K1,  Singapore 237994 Contact: 6884 7787",27826.3112057392,30687.6095091309,88.04574611429338,"(27740.0, 30705.0)"
3270,Polar Puffs & Cakes,"480 Toa Payoh Lorong 6, #01-14,  Singapore 310480 Contact: 6356 7787",29671.2010814901,34914.1325660739,116.59430167803804,"(29740.0, 34820.0)"
3271,Polar Puffs & Cakes,"80 Marine Parade Road, #B1-138,  Singapore 449269 Contact: 6346 8588",36015.2572663743,31474.4648520965,90.0762241651229,"(36100.0, 31505.0)"
3272,Polar Puffs & Cakes,"3 Temasek Boulevard, Level 2,  Singapore 038983",31006.546098751,30804.5639691036,202.13464337698068,"(30815.0, 30740.0)"
3273,Polar Puffs & Cakes,"120 Maxwell Road, #B1-05,  Singapore 069119",29380.7567437869,28781.1883335691,112.67274198054317,"(29410.0, 28890.0)"
3274,Polar Puffs & Cakes,"300 Tiong Bahru Road, #B1-08A / 09,  Singapore 168731 Contact: 6275 9939",27296.6770021692,29846.3821525425,35.21335258948421,"(27320.0, 29820.0)"
3275,Pondok Selera by Nur Hidayah,"888 Woodlands Drive 50, Singapore 730888",23770.7139348229,46535.313734604,64.4641193516617,"(23830.0, 46510.0)"
3276,Pondok Selera by Nur Hidayah,"211 Marsiling Crescent , Singapore 730211",21345.2202053936,47515.5489554405,60.44480971282658,"(21400.0, 47490.0)"
3277,Pagi Sore Indonesian Restaurant,"88/90 Telok Ayer Street,  #01-01,  Singapore 048471 Contact: 6225 6002",29699.5975957736,29461.5839134865,53.60960672260134,"(29685.0, 29410.0)"
3278,Pasta & Broiler by Tenderfresh,"Blk 476 Upper Serangoon View , #02-05 (NTUC FoodFare),  Singapore 530476",35834.0087358411,39934.8496807795,113.266548447837,"(35730.0, 39890.0)"
3279,Putri Hana,"503 West Coast Drive, Stall 69,  Singapore 120503",19812.6694068518,32678.1587596238,176.86138648878068,"(19810.0, 32855.0)"
3280,Pizza Arc,236 Yishun Ring Road,28632.1386419712,46208.5374345221,35.16954631641101,"(28660.0, 46230.0)"
3281,Penny University,"17 Jalan Klapa, Singapore 199329",30929.521677454,31846.7131981384,33.2902383684973,"(30930.0, 31880.0)"
3282,Penny University,"41 Sunset Way, #01-08,  Singapore 597071",20648.3448887942,33943.9211934041,66.99574409415725,"(20685.0, 34000.0)"
3283,Penny University,"1 Engku Aman Turn, Singapore 408528",35080.6345046721,33196.8734551203,52.17856829214358,"(35075.0, 33145.0)"
3284,Pho Vietnam,"2 Tampines Central 5, Singapore 529509",40296.7094797157,37163.8108075112,70.52177716804108,"(40350.0, 37210.0)"
3285,Pakistan Dum Briyani,"1 Kadayanallur Street , Singapore 069184",29271.9157984583,29198.0670940131,41.96034182357205,"(29230.0, 29200.0)"
3287,Pondok Daun Upeh,"Blk 801 Tampines Ave 4, Singapore 520801",39651.4520929009,36591.4494100865,79.44774580537364,"(39695.0, 36525.0)"
3288,Project Penyek by Ansar,"6 Jalan Bukit Merah, #01-25,  Singapore 150006",25196.8643863667,29922.5141526069,80.89314230857227,"(25220.0, 29845.0)"
3290,Positano Risto,"66 Bussorah Street , Singapore 199479 Contact: +65 6292 1866",30947.6103088111,31485.806901224,29.290743249762766,"(30950.0, 31515.0)"
3291,Pizza Hut,"180 Kitchener Road, #01-19/21,  Singapore 208539",30593.6748798871,32635.8044067919,78.4044740851155,"(30560.0, 32565.0)"
3292,Pizza Hut,"Pizza Hut Express112 East Coast Road, #B1-16,  Singapore 428802",35982.6165148774,31948.7392463963,51.78977420857146,"(35990.0, 32000.0)"
3293,Pizza Hut,"2 Jurong East Street 21, #01-41,  Singapore 609601",18381.9356864095,35229.409786731,99.29584256024583,"(18480.0, 35245.0)"
3294,Pizza Hut,"21 Choa Chu Kang Avenue 4, #02-20,  Singapore 689812",18173.7710486762,40765.1880696882,47.15778266120906,"(18210.0, 40735.0)"
3295,Pizza Hut,"23 Serangoon Central, #03-11/12/13,  Singapore 556083",32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
3297,Pizza Hut,"127 Plantation Crescent, #01,  Singapore 690127",16966.4424405927,37741.4999148957,348.8638007284855,"(17240.0, 37525.0)"
3298,Pizza Hut,"68 Orchard Road, #B2-01/35,  Singapore 238839",29307.5237809345,31463.6672937293,40.18514149855921,"(29340.0, 31440.0)"
3299,Pizza Hut,"168 Punggol Field , #B1-04,  Singapore 820169",37023.3374280278,41733.8190601245,106.42557765432761,"(37100.0, 41660.0)"
3300,Pizza Hut,"33 Sengkang West Avenue, #01-09/10/11/12/13/14,  Singapore 797653",32759.350083435,41469.132806832,87.9390501987726,"(32705.0, 41400.0)"
3302,Pizza Hut,"30 Sembawang Drive, #02-15,  Singapore 757713",26462.0589625053,47759.7519863788,90.64615349983517,"(26375.0, 47785.0)"
3303,Pizza Hut,"5 Tampines Street 32, Singapore 529284",42087.7984078927,37385.2166892774,117.05283451714912,"(42185.0, 37320.0)"
3304,Pizza Hut,"120 Maxwell Road, #B1-36,  Singapore 069119",29380.7567437869,28781.1883335691,112.67274198054317,"(29410.0, 28890.0)"
3305,Pizza Hut,"300 Tiong Bahru Road, #02-119,  Singapore 168731",27296.6770021692,29846.3821525425,35.21335258948421,"(27320.0, 29820.0)"
3306,Pizza Hut,"3 Gateway Drive, #04-04/05,  Singapore 608532",17902.4121881062,35135.4420140442,65.74036784391086,"(17890.0, 35200.0)"
3307,Pondok.Makan,"116, Arab St, Singapore 199811",30794.7081385134,31612.6532409545,29.506340812560463,"(30805.0, 31585.0)"
3308,POPiah,"430 Upper Changi Road, #01-03,  Singapore 487048",40562.6769767581,34886.8074173424,56.883320488191885,"(40595.0, 34840.0)"
3309,POPiah,"459 Changi Road, Singapore 419882",36824.2655347465,33510.3915308304,17.199655850821394,"(36810.0, 33520.0)"
3310,Padi@Bussorah,"53 Bussorah Street, Singapore 199469 Contact: 62913921",30896.7988089174,31562.3604737651,33.34010311222832,"(30890.0, 31595.0)"
3311,Pezzo,"537 Bedok North Street 3, #01-559,  Singapore 460537",38118.220991157,34886.3959543705,115.74397724732226,"(38025.0, 34955.0)"
3312,Pezzo,"90 Hougang Avenue 10, #01-20A,  Singapore 538766",34740.131613438,39393.3438594397,46.1998270624181,"(34780.0, 39370.0)"
3313,Pezzo,"391B Orchard Road, #B4-51,  Singapore 238874",28151.0824940447,31640.9660037272,128.1487676680746,"(28230.0, 31540.0)"
3315,Pezzo,"9 Bishan Place, #B1-K13,  Singapore 579837",29725.8230481222,36948.3424145039,49.629526464892606,"(29750.0, 36905.0)"
3316,Pezzo,"304 Orchard Road, Kiosk 3,  Singapore 238863",28071.6446550656,31871.1689420138,79.1106007066346,"(28065.0, 31950.0)"
3317,Pezzo,"87 Marine Parade Central, #01-503B,  Singapore 440087",36051.1963503249,31640.6420454979,54.22951595952206,"(36020.0, 31685.0)"
3318,Pezzo,"23 Serangoon Central, #B2-67,  Singapore 556083",32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
3319,Pezzo,"930 Yishun Ave 2, #B2-152 (South Wing),  Singapore 769098",28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
3320,Pezzo,"100 Orchard Rood, , #01-01F,  Singapore 238840",28991.5434350166,31440.8495623283,44.12123965273652,"(28960.0, 31410.0)"
3321,Pezzo,"148 Pasir Panjang Road, Singapore 118553",23415.5802872274,28781.6191983186,100.5933197679707,"(23315.0, 28780.0)"
3322,Pezzo,"11 Rivervale Crescent, #01-K5,  Singapore 545082",35919.7396821184,41601.6646846253,106.07601498021063,"(36015.0, 41555.0)"
3323,Pezzo,"33 Sengkang West Avenue, #B2-K5/K6,  Singapore 797653",32759.350083435,41469.132806832,87.9390501987726,"(32705.0, 41400.0)"
3325,Pezzo,"510 Upper Jurong Road, Singapore 638365",10820.721971089,34977.4738610443,277.82748131682877,"(10875.0, 34705.0)"
3326,Pezzo,"1 Vista Exchange Green, #B1-37C,  Singapore 138617",22988.4331738446,32141.544819545,102.25326403446611,"(22895.0, 32100.0)"
3327,Pezzo,"300 Tiong Bahru Road, #01-02,  Singapore 168731",27296.6770021692,29846.3821525425,35.21335258948421,"(27320.0, 29820.0)"
3328,Pezzo,"30 Woodlands Ave 2, #01-12 ,  Singapore 738343",22659.1551038362,46501.2053188439,94.34977067675113,"(22635.0, 46410.0)"
3330,Padang Lezat,"21 Choa Chu Kang Avenue 4, #04-16,  Singapore 689812",18173.7710486762,40765.1880696882,47.15778266120906,"(18210.0, 40735.0)"
3331,Penyet & BBQ,"435 Orchard Road, #04-14 (Stall 4),  Singapore 238877",27985.6449896293,31781.9195847735,45.68533554612132,"(27940.0, 31780.0)"
3332,Poulet,"391B Orchard Road, #B3-21,  Singapore 238874",28151.0824940447,31640.9660037272,128.1487676680746,"(28230.0, 31540.0)"
3333,Poulet,"1 Pasir Ris Central Street 3, #02-01,  Singapore 518457",40958.9038011068,39385.0873588398,64.78920495743763,"(41000.0, 39335.0)"
3335,Prata Wala,"902 East Coast Parkway , #01-02,  Singapore 449874",35386.8780942475,31030.4158241935,74.59483543146467,"(35360.0, 31100.0)"
3336,Papa Ayam,"930 Yishun Ave 2, #B1-155 (South Wing),  Singapore 769098",28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
3338,Pepper Lunch Express,"8 Marina View, #02-03 (Tower 2),  Singapore 018960",29996.2949054288,29044.3787431065,84.37626416932224,"(30080.0, 29055.0)"
3339,Phool,"1 Bedok Road , Singapore 469572",41595.1037662067,33623.4633651916,57.91797940956473,"(41650.0, 33605.0)"
3340,Poke Theory,"1 Kim Seng Promenade, #B1-K129,  Singapore 237994",27826.3112057392,30687.6095091309,88.04574611429338,"(27740.0, 30705.0)"
3342,Poke Theory,"2 Gambas Crescent, Nordcom II, #03-00,  Singapore 757044",26060.8775113653,47195.4894538932,90.94812293158968,"(26070.0, 47105.0)"
3343,Poke Theory,"10 Paya Lebar Road, #01-04,  Singapore 409057",34688.1094547315,33331.1497676186,75.74103304155298,"(34725.0, 33265.0)"
3344,Perghchicks,"23 Bali Lane, Singapore 189859",30816.8396341875,31485.7216665819,63.642150791721605,"(30840.0, 31545.0)"
3345,Popiah & Rojak,"1 Martime Square, #01-103,  Singapore 099253",26523.4179164171,27393.6533519011,200.95537806752742,"(26610.0, 27575.0)"
3346,Penang Story,"21 Choa Chu Kang Avenue 4, #B1-K9 ,  Singapore 689812",18173.7710486762,40765.1880696882,47.15778266120906,"(18210.0, 40735.0)"
3347,Polar Cafe,", #B1-54,  Singapore 048618 Contact: 6532 3553",30019.3313532807,29596.3437267561,32.67557434940098,"(30000.0, 29570.0)"
3348,Polar Cafe,"11 Jalan Tan Tock Seng, #01-04,  Singapore 308433",29845.4109134814,33529.1213591546,25.85994246402078,"(29825.0, 33545.0)"
3349,Popeyes Louisiana Kitchen,"313 Orchard Road, #B2-15/19,  Singapore 238895 Contact: 67354558",28561.1386390822,31485.0772309396,82.70585628264382,"(28640.0, 31510.0)"
3351,Popeyes Louisiana Kitchen,"180 Kitchener Road, #02-39/40,  Singapore 208539 Contact: 66342949",30593.6748798871,32635.8044067919,78.4044740851155,"(30560.0, 32565.0)"
3352,Popeyes Louisiana Kitchen,"480 Toa Payoh Lorong 6, #B1-01 (Gourmet Paradize),  Singapore 310480 Contact: 63580561",29671.2010814901,34914.1325660739,116.59430167803804,"(29740.0, 34820.0)"
3354,Popeyes Louisiana Kitchen,"1 Jurong West Central 2, #03-48 (JP2),  Singapore 648886 Contact: 67907665",13907.0305282837,35735.67771223,104.76670706956833,"(14010.0, 35755.0)"
3355,Popeyes Louisiana Kitchen,10 Tebing Lane,37357.3076711399,41661.2671269048,223.85228519564077,"(37140.0, 41715.0)"
3356,Popeyes Louisiana Kitchen,"83 Punggol Central, #02-21,  Singapore 828761",35657.8013379965,43139.2621246278,138.48360843056082,"(35525.0, 43100.0)"
3357,Popeyes Louisiana Kitchen,"154 West Coast Road, #B1-55/56,  Singapore 127371 Contact: 67777815",20492.2946968498,31773.8009851091,127.86892669060501,"(20445.0, 31655.0)"
3358,Pham Quyen Vietnamese Cuisine,"440 Pasir Panjang Road, Singapore 118782",20773.2824992044,30532.7012979444,38.97205148605019,"(20735.0, 30540.0)"
3359,PastaGo,"300 Tiong Bahru Road, #B1-123,  Singapore 168731",27296.6770021692,29846.3821525425,35.21335258948421,"(27320.0, 29820.0)"
3360,Pondok Satay,"2 Adam Road, Stall 13,  Singapore 289876",25868.5017133188,34044.3940400798,26.41766290241883,"(25875.0, 34070.0)"
3361,Providence Cafe & Bakery,"1 Buona Vista Dr, Singapore 138675",23255.5697717573,31977.4586897995,63.166582432323786,"(23265.0, 31915.0)"
3362,Petaling Street Famous Claypot Chicken Rice,"3155 Commonwealth Avenue West, #04-20,  Singapore 129588",20315.6081870906,33027.9409066252,135.7417021999657,"(20375.0, 33150.0)"
3363,Petaling Street Famous Claypot Chicken Rice,"1 Martime Square, #01-103,  Singapore 099253",26523.4179164171,27393.6533519011,200.95537806752742,"(26610.0, 27575.0)"
3364,Puteri Nasi Padang,"1 Bedok Road , #01-17,  Singapore 469572",41595.1037662067,33623.4633651916,57.91797940956473,"(41650.0, 33605.0)"
3366,Pallakkouly,"503 West Coast Drive, #01-49,  Singapore 120503",19812.6694068518,32678.1587596238,176.86138648878068,"(19810.0, 32855.0)"
3368,Penang Culture,"50 Jurong Gateway Road, #04-27,  Singapore 608549",17988.4838308077,35058.3568146359,118.61103754960881,"(18010.0, 35175.0)"
3369,Penang Culture,"23 Serangoon Central, #B1-76,  Singapore 556083 Contact: 6634 0667",32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
3370,Pondok Makan Indonesia,"270 Queen Street, Singapore 180270",30314.5408401964,31494.7782710623,67.93233119575648,"(30335.0, 31430.0)"
3371,Persian Tandoor,"1 Bedok Road , #01-18,  Singapore 469572",41595.1037662067,33623.4633651916,57.91797940956473,"(41650.0, 33605.0)"
3372,Penyet King,"1 Venture Ave, Singapore , #03-06,  Singapore 608521",18157.8890441358,34896.5641202852,200.53600811484694,"(18105.0, 35090.0)"
3373,Penyet King,"1 Woodlands Square, #07-03,  Singapore 738099",22699.5234229155,46412.0238526929,64.55515536698026,"(22635.0, 46410.0)"
3374,Penyet King,"5 Changi Business Park Central 1, #02-01,  Singapore 486038",42426.1948593352,35142.0820227042,175.74132141315383,"(42505.0, 34985.0)"
3375,Penyet King,"FoodFare (Stall  7)24 Raffles Place, #B1-01,  Singapore 048621",30093.5671247011,29587.7820038088,56.44543621766407,"(30115.0, 29640.0)"
3376,Penyet King,"Fork and Spoon (Stall 1)480 Toa Payoh Lorong 6, #02-270 ,  Singapore 310480",29671.2010814901,34914.1325660739,116.59430167803804,"(29740.0, 34820.0)"
3377,Penyet King,"Kopitiam (Stall 3)17 Petir Road, #02-15,  Singapore 678278",20156.924196275,40045.5291034393,106.86963818115339,"(20245.0, 39985.0)"
3378,Penyet King,"9 Bishan Place, Singapore 579837",29725.8230481222,36948.3424145039,49.629526464892606,"(29750.0, 36905.0)"
3379,Penyet King,"Stall 88 Marina Boulevard , #02-01,  Singapore 018982",30334.7763493704,29062.5368092172,97.34747103792904,"(30365.0, 28970.0)"
3380,Penyet King,"Cantine (Stall 4)930 Yishun Ave 2, #02-101,  Singapore 769098",28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
3381,Penyet King,"60 Paya Lebar Road, #B1,  Singapore 409051",34595.3032159209,33453.443530187,174.9340914497809,"(34480.0, 33585.0)"
3382,Penyet King,"252 North Bridge Road, Lvl 3, KopiTiam,  Singapore 179103",30203.7152231745,30697.7055161726,124.55926365876235,"(30085.0, 30660.0)"
3383,Panuozzo,"13 Stamford Road, #B1-32,  Singapore 178905",29996.9452433269,30607.61522354,63.287923877498315,"(29940.0, 30580.0)"
3384,Prata Alley,"321 Alexandra Road, #01-07,  Singapore 159971",24879.9167967616,29966.773572335,68.45591999461055,"(24895.0, 29900.0)"
3385,Qiji,"3 Simei Street 6, #01-28,  Singapore 528833",41321.990633836,36095.4413322229,189.13675414034847,"(41240.0, 35925.0)"
3386,Qiji,"107 North Bridge Road, #B2-12,  Singapore 179105",29855.3625422399,30416.1814862192,92.71823612486193,"(29895.0, 30500.0)"
3387,Qiji,"17 Petir Road, #B2-16,  Singapore 678278",20156.924196275,40045.5291034393,106.86963818115339,"(20245.0, 39985.0)"
3388,Qiji,"90 Hougang Avenue 10, #01-41 ,  Singapore 538766",34740.131613438,39393.3438594397,46.1998270624181,"(34780.0, 39370.0)"
3389,Qiji,"1 Jurong West Central 2, #02-39 (JP1),  Singapore 648886",13907.0305282837,35735.67771223,104.76670706956833,"(14010.0, 35755.0)"
3390,Qiji,"11 Tanjong Katong Road, #B1-K20,  Singapore 437157",34814.6755129332,33003.134477891,58.73789117651163,"(34770.0, 32965.0)"
3391,Qiji,"23 Serangoon Central, #03-10,  Singapore 556083",32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
3392,Qiji,"1 Jurong East Street 21, #02-11,  Singapore 609606",18353.012811888,34978.8672476746,90.20208649024387,"(18440.0, 34955.0)"
3393,Qiji,"930 Yishun Ave 2, #B1-154 (South Wing),  Singapore 769098",28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
3394,Qiji,"407 Northshore Drive, #02-01 (Plaza I),  Singapore 820407",35651.5384684131,44283.8929350749,412.2174712528848,"(35530.0, 43890.0)"
3395,Qiji,"1 Tampines Walk, #B1-K07,  Singapore 528523",39914.8495354457,37294.1738026626,126.14716524884815,"(40040.0, 37310.0)"
3396,Qis Ria,"17 Upper Boon Keng Rd, #01-34,  Singapore 380017",32262.6259256126,33034.711007081,152.37434843937572,"(32415.0, 33035.0)"
3397,Queenzilah,"513 Yishun St 51, Singapore 760513",29216.7022440843,44200.1432099417,83.94867185749871,"(29280.0, 44145.0)"
3398,Quason,"888 Woodlands Drive 50, Singapore 730888",23770.7139348229,46535.313734604,64.4641193516617,"(23830.0, 46510.0)"
3399,Quali Muslim Food,"Blk 673B Choa Chu Kang Cresent, Singapore 682673",18500.8858658876,42538.1853397097,87.20919615581154,"(18570.0, 42485.0)"
3400,Regale,"456 Jurong West St 41, #01-750,  Singapore 640456",15391.3987829257,36976.6695243008,94.32946844252994,"(15300.0, 37000.0)"
3401,Rayz Bistro,"62 Bussorah St, Singapore 199478",30920.4502416626,31530.1206822488,33.19372304318951,"(30950.0, 31515.0)"
3402,Ryo Yakiniku,"Inside Nam Wah Coffeeshop 61 Tai Seng Ave, #B2-02,  Singapore 534167",34060.9522919115,35657.9049453046,123.22581883588946,"(33980.0, 35565.0)"
3403,Ros Kitchen,"505 Beach Road, #B1-31,  Singapore 199583",31400.9425575882,31720.3330156244,75.62807775366888,"(31475.0, 31705.0)"
3404,Rosy & Nora,"14 Haig Rd, #01-15,  Singapore 430014",34917.8845853359,33078.6270667985,73.57050717483604,"(34975.0, 33125.0)"
3405,R.I.B,"8 Jalan Kubor, Singapore 199207",30905.8602260072,31821.1272174809,33.835006192370855,"(30875.0, 31835.0)"
3407,Rani's Indian Fusion Food,"30 Biopolis Street, #01-01,  Singapore 138671",23464.5106016658,31731.0268153436,101.75941228027784,"(23565.0, 31715.0)"
3408,Restaurant Espoir,"70 Amoy St, Singapore 069889",29471.5321824979,29181.0856049638,57.57977247861781,"(29425.0, 29215.0)"
3409,Rahim Ayam Penyet,"1220 East Coast Parkway, Stall 54,  Singapore 468960",39293.9161662422,32176.0329168923,205.62815316723382,"(39320.0, 32380.0)"
3411,Rizq Corner,"Blk 511 Bedok North St 3, Singapore 460511",38824.3551326348,35046.416730687,104.6096710248555,"(38750.0, 35120.0)"
3412,Royz Et Vous,"137 Telok Ayer Street, #01-01,  Singapore 068602 Contact: 6293 0270",29635.2761629559,29251.3309664838,73.66955114013506,"(29635.0, 29325.0)"
3413,Ratu Lemper,"31 Arab St, Singapore 199730",30924.6927838679,31424.7063753568,47.27659733516037,"(30965.0, 31400.0)"
3414,Royal Palm,"6 Eu Tong Sen Street, #04-89,  Singapore 059817",29500.0764650786,30142.6395473219,35.74934929043871,"(29535.0, 30135.0)"
3415,Raden Lina,Bedok North Street 3,38889.5936853597,34871.796949124,95.51065837048982,"(38795.0, 34885.0)"
3416,Raden Lina,"1 Venture Ave, Singapore , #02-05,  Singapore 608521",18157.8890441358,34896.5641202852,200.53600811484694,"(18105.0, 35090.0)"
